,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
2111,A22184,We should introduce compulsory voting,against,you can require voting but you can't force people to educate themselves about the candidates and issues,you can require voting but you can't force people to educate themselves about the candidates and issues against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Universalism: objectivity']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5086,E05085,The President of the European Commission should be directly elected by direct universal suffrage,against,"To have a chance that one candidate (with a good chance to win) comes from your own country, I think people from little countries can wait 40 years. This will definitely destroy the European belonging feeling you want to promote with this idea.","To have a chance that one candidate (with a good chance to win) comes from your own country, I think people from little countries can wait 40 years. This will definitely destroy the European belonging feeling you want to promote with this idea. against The President of the European Commission should be directly elected by direct universal suffrage","['Security: personal', 'Security: societal']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6274,A24494,Payday loans should be banned,in favor of,"payday loans take advantage of people in desperate financial situations, who aren't educated on finances, and often end up in a worse position because of the loan","payday loans take advantage of people in desperate financial situations, who aren't educated on finances, and often end up in a worse position because of the loan in favor of Payday loans should be banned","['Achievement', 'Power: resources', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1909,A21377,We should subsidize space exploration,against,We should not subsidize space exploration as there are far more important and urgent issues to deal with on earth at this time.,We should not subsidize space exploration as there are far more important and urgent issues to deal with on earth at this time. against We should subsidize space exploration,"['Achievement', 'Security: personal', 'Humility', 'Benevolence: caring', 'Benevolence: dependability']",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
4290,A29482,We should fight for the abolition of nuclear weapons,in favor of,"it only needs one lunatic in charge of setting off the nuclear weapon to obliterate the entire world so surely if you take these weapons out of the equation, the world must be a safer place.","it only needs one lunatic in charge of setting off the nuclear weapon to obliterate the entire world so surely if you take these weapons out of the equation, the world must be a safer place. in favor of We should fight for the abolition of nuclear weapons","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6124,A23293,Entrapment should be legalized,in favor of,entrapment only entangles those that were looking to commit a crime and stops them before they do it,entrapment only entangles those that were looking to commit a crime and stops them before they do it in favor of Entrapment should be legalized,"['Security: societal', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
656,A15002,We should ban fast food,in favor of,fast food is the cause of the ever increasing chronic conditions and obesity in our nation.,fast food is the cause of the ever increasing chronic conditions and obesity in our nation. in favor of We should ban fast food,['Power: dominance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,E01051,We should prohibit the sale of washing machines without suitable filters,in favor of,Prohibiting washing machines without suitable filters will prevent groundwater pollution.,Prohibiting washing machines without suitable filters will prevent groundwater pollution. in favor of We should prohibit the sale of washing machines without suitable filters,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5494,A12432,Foster care brings more harm than good,in favor of,foster care tends to move children from home to home and lacks stability.,foster care tends to move children from home to home and lacks stability. in favor of Foster care brings more harm than good,"['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4594,D01037,We should strengthen laws to fight against terrorism,against,"If someone is booked under UAPA, the burden of proving their innocence is on them. This new amendment is enabling the government to seize their properties. Then how will they pay for legal expenses to prove their innocence, if they are falsely accused?","If someone is booked under UAPA, the burden of proving their innocence is on them. This new amendment is enabling the government to seize their properties. Then how will they pay for legal expenses to prove their innocence, if they are falsely accused? against We should strengthen laws to fight against terrorism","['Security: personal', 'Security: societal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
998,A18478,We should introduce compulsory voting,against,some people choose not to vote for ethical reasons.,some people choose not to vote for ethical reasons. against We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action', 'Benevolence: caring']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5769,A20138,Holocaust denial should be a criminal offence,in favor of,it isn't just about the denial itself but it's part of a conspiracy against jewish people and is used to hurt and kill jewish people today.  so i think that type of rhetoric should be policed.,it isn't just about the denial itself but it's part of a conspiracy against jewish people and is used to hurt and kill jewish people today.  so i think that type of rhetoric should be policed. in favor of Holocaust denial should be a criminal offence,"['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2834,A24289,We should prohibit school prayer,in favor of,"prayer in schools should be prohibited, at least in public school as it is a violation of the separation of church and state.","prayer in schools should be prohibited, at least in public school as it is a violation of the separation of church and state. in favor of We should prohibit school prayer","['Self-direction: thought', 'Self-direction: action', 'Conformity: rules']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2809,A24247,We should end mandatory retirement,in favor of,"There is nothing about a younger workforce that is inherently better, and qualified young people will still be able to get jobs without a policy of mandatory retirement.","There is nothing about a younger workforce that is inherently better, and qualified young people will still be able to get jobs without a policy of mandatory retirement. in favor of We should end mandatory retirement","['Self-direction: action', 'Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6100,A23176,We should subsidize vocational education,against,Subsidizing vocational education will lead to it becoming as esoteric and non-productive as liberal arts education.,Subsidizing vocational education will lead to it becoming as esoteric and non-productive as liberal arts education. against We should subsidize vocational education,"['Stimulation', 'Achievement', 'Power: resources']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
